address,lat,longi,Route_Name,Locality_Name,postal_town,Admin_level3,Admin_level2,Admin_level1,country
SL1 2JJ Winvale,51.50271129999999,-0.5977123999999999,Winvale,Slough,Slough,,Slough,England,United Kingdom
SL1 2JL Windsor Road,51.5050314,-0.5985741,Windsor Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2JN Windsor Road,51.503774,-0.5994640999999999,Windsor Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2JP Arborfield Close,51.50468739999999,-0.5981613,Arborfield Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2JQ Winvale,51.50271129999999,-0.5977123999999999,Winvale,Slough,Slough,,Slough,England,United Kingdom
SL1 2JS Burlington Road,51.50970770000001,-0.5989588,Burlington Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2JT Burlington Road,51.509510399999996,-0.5979398,Burlington Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2JW Arborfield Close,51.50401129999999,-0.5974565,Arborfield Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2JY Burlington Avenue,51.50932890000001,-0.6000344,Burlington Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 2JZ Emerald Court,51.5064356,-0.5992819,Emerald Court,Slough,Slough,,Slough,England,United Kingdom
SL1 2LA Burlington Avenue,51.509207200000006,-0.6002434999999999,Burlington Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 2LB Burlington Avenue,51.509207200000006,-0.6002434999999999,Burlington Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 2LD Burlington Avenue,51.50932890000001,-0.6000344,Burlington Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 2LE Hilperton Road,51.5098128,-0.6004474,Hilperton Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2LF The Crescent,51.5067659,-0.6014719000000001,The Crescent,Slough,Slough,,Slough,England,United Kingdom
SL1 2LG The Crescent,51.507414700000005,-0.60127,The Crescent,Slough,Slough,,Slough,England,United Kingdom
SL1 2LH The Crescent,51.506863,-0.6028876,The Crescent,Slough,Slough,,Slough,England,United Kingdom
SL1 2LJ The Crescent,51.50806420000001,-0.6017897999999999,The Crescent,Slough,Slough,,Slough,England,United Kingdom
SL1 2LL Chalvey Road East,51.5063646,-0.6031036999999999,Chalvey Road East,Slough,Slough,,Slough,England,United Kingdom
SL1 2LN Chalvey Road East,51.506311600000004,-0.6027532999999999,Chalvey Road East,Slough,Slough,,Slough,England,United Kingdom
SL1 2LP Chalvey Road East,51.5061385,-0.6011770000000001,Chalvey Road East,Slough,Slough,,Slough,England,United Kingdom
SL1 2LQ The Crescent,51.507414700000005,-0.60127,The Crescent,Slough,Slough,,Slough,England,United Kingdom
SL1 2LR Chalvey Road East,51.5061385,-0.6011770000000001,Chalvey Road East,Slough,Slough,,Slough,England,United Kingdom
SL1 2LS Chalvey Road East,51.5062171,-0.5986076000000001,Chalvey Road East,Slough,Slough,,Slough,England,United Kingdom
SL1 2LT Baxter Close,51.505337700000005,-0.6000487999999999,Baxter Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2LU Chalvey Road East,51.506311600000004,-0.6027532999999999,Chalvey Road East,Slough,Slough,,Slough,England,United Kingdom
SL1 2LW Chalvey Gardens,51.50628409999999,-0.6004227999999999,Chalvey Gardens,Slough,Slough,,Slough,England,United Kingdom
SL1 2LX Chalvey Road East,51.5063646,-0.6031036999999999,Chalvey Road East,Slough,Slough,,Slough,England,United Kingdom
SL1 2LY Botham Drive,51.505649600000005,-0.6006144999999999,Botham Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 2LZ Botham Drive,51.5056494,-0.600537,Botham Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 2NA Martin Road,51.5055667,-0.6030025999999999,Martin Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2NB College Avenue,51.5052009,-0.6020378000000001,College Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 2ND Seymour Road,51.508956500000004,-0.6112700999999999,Seymour Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2NF Chalvey Road West,51.506535799999995,-0.6042763000000001,Chalvey Road West,Slough,Slough,,Slough,England,United Kingdom
SL1 2NJ Chalvey Road West,51.5066261,-0.6059566999999999,Chalvey Road West,Slough,Slough,,Slough,England,United Kingdom
SL1 2NL Church Street,51.50722680000001,-0.6086022999999999,Church Street,Slough,Slough,,Slough,England,United Kingdom
SL1 2NN Church Street,51.507873,-0.6104203,Church Street,Slough,Slough,,Slough,England,United Kingdom
SL1 2NP Damson Grove,51.507511799999996,-0.6109395000000001,Damson Grove,Slough,Slough,,Slough,England,United Kingdom
SL1 2NQ Alexandra Road,51.50543949999999,-0.6062609,Alexandra Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2NR Seymour Road,51.50842429999999,-0.6100151999999999,Seymour Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2NS Seymour Road,51.50908889999999,-0.6100974,Seymour Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2NT Seymour Road,51.5095286,-0.6106315,Seymour Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2NU Seymour Road,51.508813700000005,-0.6111873000000001,Seymour Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2NX Seymour Road,51.5094979,-0.6104866,Seymour Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2NY Seymour Road,51.508956500000004,-0.6112700999999999,Seymour Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2NZ Seymour Road,51.508956500000004,-0.6112700999999999,Seymour Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2PA Chalvey Grove,51.506833799999995,-0.6167598000000001,Chalvey Grove,Slough,Slough,,Slough,England,United Kingdom
SL1 2PD Bourne Road,51.50852339999999,-0.6107361,Bourne Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2PE Church Street,51.507468599999996,-0.609366,Church Street,Slough,Slough,,Slough,England,United Kingdom
SL1 2PH Darvills Lane,51.507271100000004,-0.6062314,Darvill's Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2PJ Chalvey Road West,51.5066023,-0.6057060999999999,Chalvey Road West,Slough,Slough,,Slough,England,United Kingdom
SL1 2PL The Fields,51.5070402,-0.6060631999999999,The Fields,Slough,Slough,,Slough,England,United Kingdom
SL1 2PN Chalvey Road West,51.506535799999995,-0.6042763000000001,Chalvey Road West,Slough,Slough,,Slough,England,United Kingdom
SL1 2PP Ragstone Road,51.505072,-0.6032794,Ragstone Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2PQ Newbery Way,51.5072158,-0.6078071999999999,Newbery Way,Slough,Slough,,Slough,England,United Kingdom
SL1 2PR Ragstone Road,51.5041117,-0.6017030999999999,Ragstone Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2PS Kings Road,51.5042305,-0.6006322,King's Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2PT Kings Road,51.503820000000005,-0.6005411999999999,King's Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2PU Ragstone Road,51.505072,-0.6032794,Ragstone Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2PW Ragstone Road,51.5056862,-0.6042649999999999,Ragstone Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2PX Ragstone Road,51.503281799999996,-0.6014556999999999,Ragstone Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2QB Worcester Gardens,51.5081314,-0.6068600000000001,Worcester Gardens,Slough,Slough,,Slough,England,United Kingdom
SL1 2QD Worcester Gardens,51.5081314,-0.6068600000000001,Worcester Gardens,Slough,Slough,,Slough,England,United Kingdom
SL1 2QF Montem Lane,51.51070679999999,-0.6076338000000001,Montem Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2QG Montem Lane,51.5102945,-0.6068418000000001,Montem Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2QH Montem Lane,51.5093274,-0.6048673999999999,Oban Court,Slough,Slough,,Slough,England,United Kingdom
SL1 2QJ Montem Lane,51.509744700000006,-0.6056555,Montem Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2QL Henry Road,51.5094656,-0.6067836999999999,Henry Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2QN Henry Road,51.5094656,-0.6067836999999999,Henry Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2QP Arthur Road,51.5091878,-0.6058146,Arthur Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2QS King Edward Street,51.508434799999996,-0.6052721999999999,King Edward Street,Slough,Slough,,Slough,England,United Kingdom
SL1 2QT King Edward Street,51.508434799999996,-0.6052721999999999,King Edward Street,Slough,Slough,,Slough,England,United Kingdom
SL1 2QU Montem Lane,51.50896729999999,-0.6043329000000001,Montem Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2QW Montem Lane,51.509581700000005,-0.6052951999999999,Montem Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2QX Ledgers Road,51.5101547,-0.6032936999999999,Ledgers Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2QZ Ledgers Road,51.5101547,-0.6032936999999999,Ledgers Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2RA Ledgers Road,51.5096705,-0.6035010000000001,Ledgers Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2RB Ledgers Road,51.5091518,-0.6037232,Ledgers Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2RD Ellis Avenue,51.5102783,-0.6032504,Ellis Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 2RE Everard Avenue,51.509460499999996,-0.6020631999999999,Everard Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 2RF Adelphi Gardens,51.5097517,-0.6016294999999999,Adelphi Gardens,Slough,Slough,,Slough,England,United Kingdom
SL1 2RG Adelphi Gardens,51.5097517,-0.6016294999999999,Adelphi Gardens,Slough,Slough,,Slough,England,United Kingdom
SL1 2RJ Henry Road,51.5094656,-0.6067836999999999,Henry Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2RL Ledgers Road,51.507886600000006,-0.6042124999999999,Ledgers Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2RN Hillside,51.5089727,-0.6028051,Hillside,Slough,Slough,,Slough,England,United Kingdom
SL1 2RQ Ledgers Road,51.507886600000006,-0.6042124999999999,Ledgers Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2RU High Street,51.5064728,-0.6065958,High Street,Slough,Slough,,Slough,England,United Kingdom
SL1 2RW Hillside,51.5082648,-0.6031601999999999,Hillside,Slough,Slough,,Slough,England,United Kingdom
SL1 2SA Spackmans Way,51.503515500000006,-0.6106606,Spackmans Way,Slough,Slough,,Slough,England,United Kingdom
SL1 2SB Spackmans Way,51.5035231,-0.6122552,Spackmans Way,Slough,Slough,,Slough,England,United Kingdom
SL1 2SD Spackmans Way,51.503739,-0.6134464,Spackmans Way,Slough,Slough,,Slough,England,United Kingdom
SL1 2SE Spackmans Way,51.503639299999996,-0.6137368999999999,Spackmans Way,Slough,Slough,,Slough,England,United Kingdom
SL1 2SF White Hart Road,51.503998700000004,-0.6087975,Spackmans Way,Slough,Slough,,Slough,England,United Kingdom
SL1 2SH Clive Court,51.506495799999996,-0.6086522,Clive Court,Slough,Slough,,Slough,England,United Kingdom
SL1 2SJ Clive Court,51.50633029999999,-0.6083908,Clive Court,Slough,Slough,,Slough,England,United Kingdom
SL1 2SL The Green,51.5069464,-0.6103206,The Green,Slough,Slough,,Slough,England,United Kingdom
SL1 2SN The Green,51.506474100000005,-0.6097269000000001,The Green,Slough,Slough,,Slough,England,United Kingdom
SL1 2SP The Green,51.5062717,-0.6096050999999999,The Green,Slough,Slough,,Slough,England,United Kingdom
SL1 2SQ High Street,51.5060452,-0.6078969,High Street,Slough,Slough,,Slough,England,United Kingdom
SL1 2SR Ladbrooke Road,51.5054862,-0.6110194999999999,Ladbrooke Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2ST Turton Way,51.50548,-0.6071323000000001,Turton Way,Slough,Slough,,Slough,England,United Kingdom
SL1 2SU Keel Drive,51.50675709999999,-0.6151340999999999,Keel Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 2SW The Green,51.5059635,-0.6094849999999999,The Green,Slough,Slough,,Slough,England,United Kingdom
SL1 2SX Paxton Avenue,51.5045763,-0.6163776,Paxton Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 2SY Paxton Avenue,51.50539379999999,-0.6156195999999999,Paxton Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 2SZ Paxton Avenue,51.50432300000001,-0.6168906,Paxton Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 2TA Tintern Close,51.5057606,-0.6165626999999999,Tintern Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2TB Tintern Close,51.5057606,-0.6165626999999999,Tintern Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2TD Chalvey Grove,51.5068755,-0.6169861999999999,Chalvey Grove,Slough,Slough,,Slough,England,United Kingdom
SL1 2TE Chalvey Grove,51.5058751,-0.6188351,Chalvey Grove,Slough,Slough,,Slough,England,United Kingdom
SL1 2TF Cotswold Close,51.505896,-0.6180251999999999,Cotswold Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2TG Cotswold Close,51.505896,-0.6180251999999999,Cotswold Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2TH Chalvey Grove,51.5047717,-0.617267,Chalvey Grove,Slough,Slough,,Slough,England,United Kingdom
SL1 2TJ Burgett Road,51.5060851,-0.6199089999999999,Burgett Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2TL Lorne Close,51.5046407,-0.6183970999999999,Lorne Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2TN Lorne Close,51.5046486,-0.6184632999999999,Lorne Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2TP Brammas Close,51.50480959999999,-0.6134632999999999,Brammas Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2TQ Chalvey Grove,51.5047717,-0.617267,Chalvey Grove,Slough,Slough,,Slough,England,United Kingdom
SL1 2TR Brammas Close,51.50493489999999,-0.6130203000000001,Brammas Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2TS High Street,51.50578429999999,-0.6125221,High Street,Slough,Slough,,Slough,England,United Kingdom
SL1 2TT Colin Way,51.50518049999999,-0.6199352,Colin Way,Slough,Slough,,Slough,England,United Kingdom
SL1 2TU Stour Close,51.5058264,-0.6202124999999999,Stour Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2TW High Street,51.504546999999995,-0.6117604999999999,High Street,Slough,Slough,,Slough,England,United Kingdom
SL1 2TX High Street,51.5047218,-0.6097234,High Street,Slough,Slough,,Slough,England,United Kingdom
SL1 2TY Concorde Way,51.5079119,-0.6161133999999999,Concorde Way,Slough,Slough,,Slough,England,United Kingdom
SL1 2TZ Griffin Close,51.5072878,-0.6170294,Griffin Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2UA Concorde Way,51.507324700000005,-0.6164061,Concorde Way,Slough,Slough,,Slough,England,United Kingdom
SL1 2UB Burgett Road,51.5052796,-0.6195001,Burgett Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2UE Chalvey Grove,51.506678,-0.6182563,Chalvey Grove,Slough,Slough,,Slough,England,United Kingdom
SL1 2UJ Court Farm Close,51.5115872,-0.6239336,Court Farm Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2UN Chalvey Grove,51.5053469,-0.6184841,Chalvey Grove,Slough,Slough,,Slough,England,United Kingdom
SL1 2UP Tamarisk Way,51.510836499999996,-0.6250852,Tamarisk Way,Slough,Slough,,Slough,England,United Kingdom
SL1 2UR Weekes Drive,51.5117864,-0.6243616999999999,Weekes Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 2UT Gorse Meade,51.5117384,-0.624879,Gorse Meade,Slough,Slough,,Slough,England,United Kingdom
SL1 2UW Tamarisk Way,51.510836499999996,-0.6250852,Tamarisk Way,Slough,Slough,,Slough,England,United Kingdom
SL1 2UX Burgett Road,51.5060851,-0.6199089999999999,Burgett Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2WN Tuns Lane,51.511739299999995,-0.6123890000000001,Tuns Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2XA Tuns Lane,51.5109985,-0.6115524,Tuns Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2XD Tuns Lane,51.5112709,-0.6124109000000001,Tuns Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2XE Cippenham Lane,51.5097245,-0.6140753000000001,Cippenham Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2XF Cranbourne Road,51.5110727,-0.6151940000000001,Cranbourne Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2XG Cranbourne Road,51.51237329999999,-0.6151523999999999,Cranbourne Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2XH Cranbourne Close,51.5113061,-0.6168076,Cranbourne Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2XJ Cranbourne Close,51.5113061,-0.6168076,Cranbourne Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2XL Hull Close,51.5096271,-0.6154864999999999,Hull Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2XN Cippenham Lane,51.5121148,-0.6220635,Cippenham Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2XP Keel Drive,51.510855,-0.6190656999999999,Keel Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 2XQ Cippenham Lane,51.5104552,-0.6159838999999999,Cippenham Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2XR Cress Road,51.5107875,-0.6203765,Cress Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2XS Cress Road,51.5101144,-0.6206024,Cress Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2XT Cress Road,51.5101144,-0.6206024,Cress Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2XU Keel Drive,51.509462299999996,-0.6168927,Keel Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 2XW Cippenham Lane,51.5116173,-0.6198903,Cippenham Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2XX Lodge Close,51.5101115,-0.6175012,Lodge Close,Slough,Slough,,Slough,England,United Kingdom
SL1 2XY Keel Drive,51.5096506,-0.6176913,Keel Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 2XZ Keel Drive,51.5101172,-0.6191133999999999,Keel Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 2YA Keel Drive,51.50812379999999,-0.61525,Keel Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 2YB Harris Gardens,51.5101735,-0.6111519999999999,Harris Gardens,Slough,Slough,,Slough,England,United Kingdom
SL1 2YD Cippenham Lane,51.510918100000005,-0.6180462,Cippenham Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2YE Cippenham Lane,51.510341499999996,-0.6155023000000001,Cippenham Lane,Slough,Slough,,Slough,England,United Kingdom
SL1 2YF Spinney,51.511154100000006,-0.6214211,Spinney,Slough,Slough,,Slough,England,United Kingdom
SL1 2YG Spinney,51.511154100000006,-0.6214211,Spinney,Slough,Slough,,Slough,England,United Kingdom
SL1 2YH Summerlea,51.5108993,-0.6225784000000001,Summerlea,Slough,Slough,,Slough,England,United Kingdom
SL1 2YJ Bunten Meade,51.51183029999999,-0.620903,Bunten Meade,Slough,Slough,,Slough,England,United Kingdom
SL1 2YL Stoney Meade,51.512049299999994,-0.6234288,Stoney Meade,Slough,Slough,,Slough,England,United Kingdom
SL1 2YN Weekes Drive,51.51040820000001,-0.6232962,Weekes Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 2YP Weekes Drive,51.51040820000001,-0.6232962,Weekes Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 2YQ Vantage Road,51.5113619,-0.6220691999999999,Vantage Road,Slough,Slough,,Slough,England,United Kingdom
SL1 2YR Weekes Drive,51.5099464,-0.6221473000000001,Weekes Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 2YS Pearl Gardens,51.51166019999999,-0.618333,Pearl Gardens,Slough,Slough,,Slough,England,United Kingdom
SL1 2YT Pearl Gardens,51.5121311,-0.6186315,Pearl Gardens,Slough,Slough,,Slough,England,United Kingdom
